,team,conf,conf_rank,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score,year
2052,Richmond,CAA,4,0,0,0,0,72.42,19.26,2014
2053,William & Mary,CAA,5,0,0,1,1,73.04,18.18,2014
2054,Rhode Island,CAA,6,0,0,1,1,78.5,17,2014
2055,Villanova,CAA,7,0,0,1,1,75.83,11.66,2014
2056,New Hampshire,CAA,8,0,0,1,1,75.61,11.22,2014
2057,Maine,CAA,9,0,0,0,0,71.65,6.59,2014
2058,Yale,Ivy,1,0,0,6,6,78.29,103.87,2014
2059,Harvard,Ivy,2,0,0,2,2,80.46,41.25,2014
2060,Princeton,Ivy,3,0,0,2,2,76.16,30.57,2014
2061,Pennsylvania,Ivy,4,0,0,1,1,76.98,13.96,2014
2062,Cornell,Ivy,5,0,0,0,0,74.41,8.82,2014
2063,Columbia,Ivy,6,0,0,0,0,76.67,6.67,2014
2064,Dartmouth,Ivy,NA,0,0,0,0,70,0,2014
2065,South Carolina State,MEAC,1,0,0,3,3,83.72,40.82,2014
2066,Bethune-Cookman,MEAC,2,0,0,1,1,76.89,20.62,2014
2067,Savannah State,MEAC,3,0,0,0,0,73.57,14.24,2014
2068,Delaware State,MEAC,4,0,0,1,1,79.86,9.86,2014
2069,Hampton,MEAC,5,0,0,0,0,79.04,9.04,2014
2070,North Carolina Central,MEAC,6,0,0,0,0,78.89,8.89,2014
2071,Norfolk State,MEAC,7,0,0,0,0,78.64,8.64,2014
2072,North Carolina A&T,MEAC,8,0,0,0,0,76.67,6.67,2014
2073,Howard,MEAC,9,0,0,0,0,73.98,3.98,2014
2074,Florida A&M,MEAC,10,0,0,0,0,69.97,-0.03,2014
2075,Illinois State,MVC,1,0,0,4,4,76.55,75.99,2014
2076,Southern Illinois,MVC,2,0,0,1,1,77.19,41.96,2014
2077,North Dakota State,MVC,3,0,0,1,1,74.81,36.88,2014
2078,Indiana State,MVC,4,0,0,0,0,77.73,30.33,2014
2079,Missouri State,MVC,5,0,0,0,0,74.81,28.44,2014
2080,Northern Iowa,MVC,6,0,0,1,1,73.05,24.32,2014
2081,Youngstown State,MVC,7,0,0,0,0,73.79,18.81,2014
2082,South Dakota State,MVC,8,0,0,0,0,75.76,17.23,2014
2083,Western Illinois,MVC,9,0,0,0,0,73.89,15.51,2014
2084,Monmouth,NEC,1,0,0,1,1,74.83,19.29,2014
2085,Robert Morris,NEC,2,0,0,0,0,73.32,9.95,2014
2086,Duquesne,NEC,3,0,0,0,0,78.32,8.32,2014
2087,Bryant,NEC,NA,NA,NA,NA,NA,0,0,2014
2088,Sacred Heart,NEC,NA,NA,NA,NA,NA,0,0,2014
2089,Saint Francis (PA),NEC,6,0,0,0,0,69.99,-0.03,2014
2090,Wagner,NEC,7,0,0,0,0,69.97,-0.03,2014
2091,Jacksonville State,OVC,1,0,0,1,1,76.29,47.91,2014
2092,Tennessee Tech,OVC,2,0,0,1,1,78.39,32.99,2014
2093,Tennessee State,OVC,3,0,0,0,0,76.75,26.59,2014
2094,Murray State,OVC,4,0,0,1,1,76.45,25.6,2014
2095,Austin Peay,OVC,5,0,0,1,1,75.04,25.04,2014
2096,Eastern Illinois,OVC,6,0,0,0,0,74.88,24.03,2014
2097,Southeast Missouri State,OVC,7,0,0,2,2,81.73,23.39,2014
2098,Eastern Kentucky,OVC,8,0,0,0,0,72.21,13.24,2014
2099,Tennessee-Martin,OVC,9,0,0,0,0,73.64,10.84,2014
2100,Fordham,Patriot,1,0,0,1,1,76.32,18.92,2014
2101,Lafayette,Patriot,2,0,0,0,0,75.33,15.94,2014
2102,Holy Cross,Patriot,3,0,0,0,0,73.9,15.49,2014
2103,Colgate,Patriot,4,0,0,0,0,73.33,13.26,2014
2104,Georgetown,Patriot,5,0,0,0,0,78.93,8.93,2014
2105,Lehigh,Patriot,6,0,0,0,0,71.86,7.43,2014
2106,Bucknell,Patriot,7,0,0,0,0,73.16,6.31,2014
2107,Appalachian State,SBC,1,0,0,6,6,77.64,121.25,2014
2108,Arkansas State,SBC,2,0,0,7,7,77.68,111.51,2014
2109,Georgia Southern,SBC,3,0,0,7,7,77.46,111.25,2014
2110,Texas State,SBC,4,0,0,3,3,77.62,109.9,2014
2111,Georgia State,SBC,5,0,0,6,6,76.39,102.91,2014
2112,Louisiana,SBC,6,0,0,3,3,76.72,102.49,2014
2113,South Alabama,SBC,7,0,0,3,3,76.46,96.08,2014
2114,New Mexico State,SBC,8,0,0,1,1,75.58,86.79,2014
2115,Louisiana-Monroe,SBC,9,0,0,1,1,76.31,84.48,2014
2116,Idaho,SBC,10,0,0,1,1,74.94,77.86,2014
2117,Troy,SBC,11,0,0,1,1,74.22,64.21,2014
2118,Abilene Christian,SLC,1,0,0,2,2,79.5,NA,2014
2119,Nicholls State,SLC,2,0,0,1,1,76.53,32.13,2014
2120,Incarnate Word,SLC,3,0,0,1,1,79.48,NA,2014
2121,Lamar,SLC,4,0,0,1,1,86.46,16.46,2014
2122,Central Arkansas,SLC,5,0,0,0,0,73.94,15.73,2014
2123,Southeastern Louisiana,SLC,6,0,0,0,0,71.87,14.95,2014
2124,McNeese State,SLC,7,0,0,0,0,77.11,14.19,2014
2125,Sam Houston State,SLC,8,0,0,0,0,76.67,13.29,2014
2126,Sam Houston State,SLC,8,0,0,0,0,76.67,13.29,2014
2127,Northwestern State,SLC,9,0,0,1,1,80.04,10.04,2014
2128,Houston Baptist,SLC,10,0,0,0,0,74.67,9.34,2014
2129,Stephen F. Austin,SLC,11,0,0,0,0,76.67,6.67,2014
2130,Chattanooga,Southern,1,0,0,2,2,77.63,69.28,2014
2131,Samford,Southern,2,0,0,1,1,77,34.42,2014
2132,Furman,Southern,3,0,0,1,1,76.3,30.83,2014
2133,Wofford,Southern,4,0,0,1,1,73.84,26.57,2014
2134,East Tennessee State,Southern,5,0,0,1,1,74.8,23.78,2014
2135,Mercer,Southern,6,0,0,0,0,75.94,23.5,2014
2136,The Citadel,Southern,7,0,0,1,1,75.6,16.76,2014
2137,Western Carolina,Southern,8,0,0,0,0,71.5,10.5,2014
2138,Elon,Southern,9,0,0,0,0,76.67,6.67,2014
2139,Alabama State,SW-AC,1,0,0,0,0,75.06,20.09,2014
2140,Jackson State,SW-AC,2,0,0,0,0,73.58,14.23,2014
2141,Grambling State,SW-AC,3,0,0,1,1,76.59,13.18,2014
2142,Prairie View A&M,SW-AC,4,0,0,0,0,77.93,7.93,2014
2143,Texas Southern,SW-AC,5,0,0,0,0,71.97,1.97,2014
2144,Alabama A&M,SW-AC,NA,NA,NA,NA,NA,0,0,2014
2145,Southern University,SW-AC,7,0,0,0,0,69.98,-0.03,2014
2146,Florida State,ACC,1,4,1,6,11,92.54,287.06,2015
2147,Clemson,ACC,2,3,9,1,13,89.12,277.98,2015
2148,Miami,ACC,3,0,5,1,6,86.36,215.49,2015
2149,North Carolina,ACC,4,0,4,1,5,87.59,214.05,2015
2150,Virginia Tech,ACC,5,0,4,2,6,86.35,212.07,2015
2151,N.C. State,ACC,6,0,4,1,5,85.31,208.69,2015
2152,Louisville,ACC,7,0,2,2,4,85.4,201.4,2015
2153,Georgia Tech,ACC,8,0,0,2,2,84.46,185.45,2015
2154,Pittsburgh,ACC,9,0,3,1,4,85.98,183.18,2015
2155,Virginia,ACC,10,0,1,2,3,84.02,179.92,2015
2156,Wake Forest,ACC,11,0,0,2,2,82.98,176.85,2015
2157,Duke,ACC,12,0,1,1,2,84.45,175.77,2015
2158,Syracuse,ACC,13,0,0,2,2,82.69,172.06,2015
2159,Boston College,ACC,14,0,0,2,2,83.43,169.45,2015
2160,Texas,Big-12,1,1,1,1,3,89.43,272.49,2015
2161,Oklahoma,Big-12,2,0,1,1,2,88.2,249.69,2015
2162,Texas Tech,Big-12,3,0,5,1,6,85.79,203.18,2015
2163,West Virginia,Big-12,4,0,3,1,4,84.75,198.02,2015
2164,Baylor,Big-12,5,0,3,1,4,85.2,195.88,2015
2165,TCU,Big-12,6,0,1,2,3,85.63,191.44,2015
2166,Oklahoma State,Big-12,7,0,2,1,3,84.86,191.28,2015
2167,Kansas State,Big-12,8,0,0,1,1,83.39,175.02,2015
2168,Iowa State,Big-12,9,0,0,1,1,82.37,166.5,2015
2169,Kansas,Big-12,10,0,0,1,1,81.18,153.94,2015
2170,Ohio State,Big-Ten,1,1,1,1,3,90.31,279.6,2015
2171,Penn State,Big-Ten,2,0,1,1,2,89.05,250,2015
2172,Michigan State,Big-Ten,3,0,5,1,6,87.66,221.77,2015
2173,Nebraska,Big-Ten,4,0,4,1,5,86.16,211.72,2015
2174,Michigan,Big-Ten,5,0,6,8,14,87.81,194.82,2015
2175,Wisconsin,Big-Ten,6,0,1,1,2,85.5,189.85,2015
2176,Maryland,Big-Ten,7,0,2,1,3,84.73,182.31,2015
2177,Illinois,Big-Ten,8,0,2,1,3,83.45,181.74,2015
2178,Indiana,Big-Ten,9,0,0,2,2,83.78,175.35,2015
2179,Northwestern,Big-Ten,10,0,0,1,1,84.07,174.83,2015
2180,Rutgers,Big-Ten,11,0,1,2,3,82.82,172.19,2015
2181,Iowa,Big-Ten,12,0,1,1,2,83.26,169.99,2015
2182,Minnesota,Big-Ten,13,0,0,2,2,83.14,167.01,2015
2183,Purdue,Big-Ten,14,0,0,1,1,81.75,162.85,2015
2184,USC,Pac-12,1,4,1,1,6,92.28,310.88,2015
2185,UCLA,Pac-12,2,3,1,6,10,91.63,269.68,2015
2186,Oregon,Pac-12,3,1,6,1,8,88.71,245.79,2015
2187,Arizona State,Pac-12,4,0,7,1,8,87.82,232.73,2015
2188,Stanford,Pac-12,5,0,5,1,6,87.04,220.65,2015
2189,Washington,Pac-12,6,0,5,1,6,85.77,215.83,2015
2190,California,Pac-12,7,0,3,2,5,84.63,198.77,2015
2191,Washington State,Pac-12,8,0,1,2,3,84.2,188.41,2015
2192,Arizona,Pac-12,9,0,1,2,3,84.32,186.57,2015
2193,Utah,Pac-12,10,0,0,2,2,84.65,183.38,2015
2194,Oregon State,Pac-12,11,0,0,1,1,83.45,167.89,2015
2195,Colorado,Pac-12,12,0,1,1,2,83.05,162.04,2015
2196,Alabama,SEC,1,6,1,4,11,93.73,311.1,2015
2197,Tennessee,SEC,2,1,1,1,3,89.48,286.26,2015
2198,LSU,SEC,3,2,1,9,12,89.91,284.37,2015
2199,Georgia,SEC,4,2,1,1,4,89.74,282.54,2015
2200,Auburn,SEC,5,1,1,9,11,90.16,278.31,2015
2201,Texas A&M,SEC,6,3,1,1,5,89.03,270.61,2015
2202,Ole Miss,SEC,7,0,7,1,8,88.65,245.71,2015
2203,Mississippi State,SEC,8,0,7,2,9,87.69,237.46,2015
2204,South Carolina,SEC,9,0,7,2,9,86.63,230.49,2015
2205,Florida,SEC,10,2,2,1,5,87.26,227.46,2015
2206,Arkansas,SEC,11,0,7,1,8,86.56,222.51,2015
2207,Missouri,SEC,12,1,2,2,5,86.44,217.98,2015
2208,Kentucky,SEC,13,0,2,1,3,85.09,193.19,2015
2209,Vanderbilt,SEC,14,0,2,1,3,84.47,181.37,2015
2210,USF,AAC,1,0,0,1,1,83.14,163.15,2015
2211,Cincinnati,AAC,2,0,0,1,1,81.85,162.45,2015
2212,UCF,AAC,3,0,1,1,2,83.55,160.78,2015
2213,Memphis,AAC,4,0,1,1,2,79.44,146.79,2015
2214,Temple,AAC,5,0,0,1,1,80.12,143.34,2015
2215,SMU,AAC,6,0,0,1,1,80.45,142.99,2015
2216,Houston,AAC,7,0,0,8,8,79.71,131.58,2015
2217,Tulane,AAC,8,0,0,8,8,80.02,128.9,2015
2218,East Carolina,AAC,9,0,0,1,1,81.77,126.85,2015
2219,Connecticut,AAC,10,0,0,1,1,79.28,120.89,2015
2220,Tulsa,AAC,11,0,0,4,4,79.07,116.08,2015
2221,Navy,AAC,12,0,0,6,6,77.6,114.7,2015
2222,Marshall,C-USA,1,0,0,1,1,80.55,149.98,2015
2223,Florida Atlantic,C-USA,2,0,0,1,1,80.37,146.02,2015
2224,Louisiana Tech,C-USA,3,0,0,1,1,80.84,142.32,2015
2225,Middle Tennessee State,C-USA,4,0,0,9,9,79.21,134.77,2015
2226,Southern Miss,C-USA,5,0,0,1,1,78.96,133.4,2015
2227,North Texas,C-USA,6,0,0,9,9,78.89,126.6,2015
2228,FIU,C-USA,7,0,0,6,6,78.96,120.42,2015
2229,Rice,C-USA,8,0,0,7,7,79.05,120.11,2015
2230,UTSA,C-USA,9,0,0,1,1,78.45,119.88,2015
2231,Old Dominion,C-USA,10,0,0,4,4,78.09,115.65,2015
2232,Western Kentucky,C-USA,11,0,0,5,5,78.79,115.65,2015
2233,Charlotte,C-USA,12,0,0,2,2,77.44,86.91,2015
2234,UTEP,C-USA,13,0,0,1,1,75.68,73.03,2015
2235,UAB,C-USA,14,0,0,0,0,70,0,2015
2236,Miami (OH),MAC,1,0,1,1,2,79.79,150.48,2015
2237,Western Michigan,MAC,2,0,0,1,1,80.51,147.78,2015
2238,Northern Illinois,MAC,3,0,0,1,1,79.1,138.94,2015
2239,Toledo,MAC,4,0,0,1,1,80.39,138.12,2015
2240,Ohio,MAC,5,0,0,1,1,78.1,128.68,2015
2241,Central Michigan,MAC,6,0,0,1,1,79.86,123.63,2015
2242,Kent State,MAC,7,0,0,7,7,78.71,119.93,2015
2243,Bowling Green,MAC,8,0,0,5,5,78.34,119.83,2015
2244,Ball State,MAC,9,0,0,7,7,78.19,119.7,2015
2245,Eastern Michigan,MAC,10,0,0,6,6,77.33,110.15,2015
2246,Buffalo,MAC,11,0,0,4,4,77.55,103.21,2015
2247,Akron,MAC,12,0,0,1,1,76.01,82.38,2015
2248,Boise State,M-West,1,0,1,2,3,83.61,171.68,2015
2249,San Jose State,M-West,2,0,0,2,2,80.88,167.14,2015
2250,San Diego State,M-West,3,0,2,1,3,81.01,161.96,2015
2251,Fresno State,M-West,4,0,1,1,2,82,155.02,2015
2252,Utah State,M-West,5,0,0,1,1,79.66,124.56,2015
2253,Nevada,M-West,6,0,0,9,9,79.61,122.5,2015
2254,UNLV,M-West,7,0,0,7,7,78.81,119.46,2015
2255,Wyoming,M-West,8,0,0,5,5,78.73,114.32,2015
2256,New Mexico,M-West,9,0,0,6,6,78.14,110.03,2015
2257,Colorado State,M-West,10,0,0,6,6,79.27,101.72,2015
2258,Hawaii,M-West,11,0,0,5,5,78.87,98.16,2015
2259,Air Force,M-West,12,0,0,2,2,76.86,98.02,2015
2260,Northern Arizona,Big-Sky,1,0,0,3,3,78.89,65.76,2015
2261,Montana,Big-Sky,2,0,0,3,3,82.48,37.09,2015
2262,Weber State,Big-Sky,3,0,0,2,2,77.27,35.75,2015
2263,Eastern Washington,Big-Sky,4,0,0,0,0,77.41,22.02,2015
2264,Northern Colorado,Big-Sky,5,0,0,1,1,83.33,13.33,2015
2265,Portland State,Big-Sky,6,0,0,0,0,76.67,13.29,2015
2266,Idaho State,Big-Sky,7,0,0,0,0,78.57,8.57,2015
2267,Montana State,Big-Sky,8,0,0,0,0,73.99,7.98,2015
2268,Sacramento State,Big-Sky,9,0,0,0,0,76.67,6.67,2015
2269,Liberty,B-South,1,0,0,3,3,79.62,38.13,2015
2270,Coastal Carolina,B-South,2,0,0,1,1,73.87,26.71,2015
2271,Presbyterian,B-South,3,0,0,1,1,75.65,16.93,2015
2272,Gardner-Webb,B-South,4,0,0,1,1,75.61,16.8,2015
2273,Kennesaw State,B-South,5,0,0,1,1,71.44,15.83,2015
2274,Charleston Southern,B-South,6,0,0,0,0,71.86,11.13,2015
2275,Stony Brook,B-South,7,0,0,0,0,73.91,7.82,2015
2276,Virginia Military Institute,B-South,NA,NA,NA,NA,NA,0,0,2015
2277,Towson,CAA,1,0,0,4,4,79.69,47.49,2015
2278,James Madison,CAA,2,0,0,3,3,79.54,46.41,2015
2279,Villanova,CAA,3,0,0,0,0,72.91,34.1,2015
2280,William & Mary,CAA,4,0,0,2,2,76.8,33.75,2015
2281,Delaware,CAA,5,0,0,0,0,73.31,32.38,2015
2282,Rhode Island,CAA,6,0,0,1,1,75.22,25.89,2015
2283,New Hampshire,CAA,7,0,0,1,1,75.55,16.61,2015
2284,Richmond,CAA,8,0,0,1,1,72.62,15.69,2015
2285,Maine,CAA,9,0,0,0,0,74.43,8.86,2015
2286,Harvard,Ivy,1,0,0,3,3,80.12,67.37,2015
2287,Yale,Ivy,2,0,0,3,3,77.62,45.08,2015
2288,Princeton,Ivy,3,0,0,2,2,78.98,35.28,2015
2289,Dartmouth,Ivy,4,0,0,1,1,75.32,26.36,2015
2290,Cornell,Ivy,5,0,0,0,0,76.87,13.69,2015
2291,Columbia,Ivy,6,0,0,0,0,74.73,9.46,2015
2292,Brown,Ivy,NA,NA,NA,NA,NA,0,0,2015
2293,Pennsylvania,Ivy,NA,0,0,0,0,70,0,2015
2294,South Carolina State,MEAC,1,0,0,0,0,76.22,36.33,2015
2295,Florida A&M,MEAC,2,0,0,2,2,75.54,32.93,2015
2296,Bethune-Cookman,MEAC,3,0,0,1,1,78.98,26.73,2015
2297,Hampton,MEAC,4,0,0,1,1,82.87,12.87,2015
2298,North Carolina Central,MEAC,5,0,0,1,1,81.23,11.23,2015
2299,Norfolk State,MEAC,6,0,0,0,0,77.98,7.98,2015
2300,Delaware State,MEAC,7,0,0,0,0,74.98,4.98,2015
2301,Savannah State,MEAC,8,0,0,0,0,70,0,2015
2302,Morgan State,MEAC,9,0,0,0,0,69.97,-0.03,2015
2303,North Carolina A&T,MEAC,10,0,0,0,0,69.97,-0.03,2015
2304,North Dakota State,MVC,1,0,0,1,1,74.78,63.16,2015
2305,Northern Iowa,MVC,2,0,0,1,1,75.79,39.11,2015
2306,Southern Illinois,MVC,3,0,0,0,0,73.55,37.12,2015
2307,South Dakota State,MVC,4,0,0,1,1,73.45,33.71,2015
2308,Illinois State,MVC,5,0,0,1,1,74.11,32.28,2015
2309,Western Illinois,MVC,6,0,0,2,2,75.82,28.88,2015
2310,Youngstown State,MVC,7,0,0,1,1,75.33,21.21,2015
2311,Indiana State,MVC,8,0,0,1,1,74.92,19.63,2015
2312,Missouri State,MVC,9,0,0,1,1,75,10,2015
2313,Monmouth,NEC,1,0,0,1,1,75.09,35.02,2015
2314,Duquesne,NEC,2,0,0,2,2,75.49,32.39,2015
2315,Saint Francis (PA),NEC,3,0,0,0,0,77.78,15.51,2015
2316,Robert Morris,NEC,4,0,0,1,1,74.99,14.96,2015
2317,Bryant,NEC,NA,0,0,0,0,70,0,2015
2318,Sacred Heart,NEC,NA,NA,NA,NA,NA,0,0,2015
2319,Wagner,NEC,NA,0,0,0,0,70,0,2015
2320,Jacksonville State,OVC,1,0,0,3,3,78.77,59,2015
2321,Tennessee-Martin,OVC,2,0,0,3,3,76.74,39.72,2015
2322,Southeast Missouri State,OVC,3,0,0,2,2,76.2,36.75,2015
2323,Austin Peay,OVC,4,0,0,0,0,71.21,35.12,2015
2324,Tennessee Tech,OVC,5,0,0,0,0,79.65,19.23,2015
2325,Eastern Kentucky,OVC,6,0,0,1,1,75.51,11.01,2015
2326,Murray State,OVC,7,0,0,0,0,79.32,9.32,2015
2327,Tennessee State,OVC,8,0,0,0,0,77.57,7.57,2015
2328,Eastern Illinois,OVC,NA,0,0,0,0,70,0,2015
2329,Lafayette,Patriot,1,0,0,0,0,76.18,35.89,2015
2330,Colgate,Patriot,2,0,0,1,1,78.79,26.17,2015
2331,Lehigh,Patriot,3,0,0,1,1,74.26,21.25,2015
2332,Holy Cross,Patriot,4,0,0,0,0,76.67,13.29,2015
2333,Bucknell,Patriot,5,0,0,1,1,71.32,11.95,2015
2334,Georgetown,Patriot,6,0,0,0,0,71.73,6.92,2015
2335,Fordham,Patriot,7,0,0,0,0,70.71,5,2015
2336,Louisiana,SBC,1,0,0,1,1,80.17,146.18,2015
2337,Georgia Southern,SBC,2,0,0,1,1,80.4,137.18,2015
2338,South Alabama,SBC,3,0,0,1,1,79.89,132.17,2015
2339,Arkansas State,SBC,4,0,0,1,1,80.15,131.45,2015
2340,Texas State,SBC,5,0,0,7,7,78.82,124.71,2015
2341,Louisiana-Monroe,SBC,6,0,0,6,6,78.15,116.67,2015
2342,Appalachian State,SBC,7,0,0,4,4,78.42,112.03,2015
2343,Troy,SBC,8,0,0,6,6,78.42,107.58,2015
2344,Idaho,SBC,9,0,0,3,3,76.76,98.54,2015
2345,Georgia State,SBC,10,0,0,1,1,77,90.61,2015
2346,New Mexico State,SBC,11,0,0,0,0,76.19,87.78,2015
2347,Stephen F. Austin,SLC,1,0,0,1,1,77.09,41.3,2015
2348,Abilene Christian,SLC,2,0,0,2,2,79.55,NA,2015
2349,Sam Houston State,SLC,3,0,0,2,2,80.07,29.96,2015
2350,Sam Houston State,SLC,3,0,0,2,2,80.07,29.96,2015
2351,Southeastern Louisiana,SLC,4,0,0,1,1,78.24,24.51,2015
2352,Northwestern State,SLC,5,0,0,1,1,74.59,22.92,2015
2353,Incarnate Word,SLC,6,0,0,1,1,80.79,NA,2015
2354,Central Arkansas,SLC,7,0,0,1,1,77.04,21.06,2015
2355,McNeese State,SLC,8,0,0,1,1,73.64,10.93,2015
2356,Lamar,SLC,9,0,0,0,0,71.58,6.31,2015
2357,Chattanooga,Southern,1,0,0,0,0,77.82,63.37,2015
2358,Western Carolina,Southern,2,0,0,3,3,78.9,43.67,2015
2359,Samford,Southern,3,0,0,2,2,76.41,37.8,2015
2360,Furman,Southern,4,0,0,1,1,78.35,32.92,2015
2361,East Tennessee State,Southern,5,0,0,2,2,74.53,31.28,2015
2362,The Citadel,Southern,6,0,0,1,1,73.4,30.4,2015
2363,Wofford,Southern,7,0,0,1,1,77.65,30.13,2015
2364,Mercer,Southern,8,0,0,0,0,72.64,23.29,2015
2365,Elon,Southern,9,0,0,1,1,72.21,11.06,2015
2366,Alcorn State,SW-AC,1,0,0,2,2,80.25,30.6,2015
2367,Texas Southern,SW-AC,2,0,0,2,2,77.2,21.52,2015
2368,Prairie View A&M,SW-AC,3,0,0,0,0,74.55,18.14,2015
2369,Alabama State,SW-AC,4,0,0,1,1,74.99,9.97,2015
2370,Jackson State,SW-AC,5,0,0,0,0,74.78,9.56,2015
2371,Mississippi Valley State,SW-AC,6,0,0,0,0,73.3,3.3,2015
2372,Arkansas-Pine Bluff,SW-AC,NA,NA,NA,NA,NA,0,0,2015
2373,Southern University,SW-AC,NA,NA,NA,NA,NA,0,0,2015
2374,Florida State,ACC,1,1,1,7,9,91.71,294.83,2016
2375,Clemson,ACC,2,1,1,8,10,90.3,271.16,2016
2376,Miami,ACC,3,0,9,1,10,88.63,231.78,2016
2377,Pittsburgh,ACC,4,0,3,2,5,85.63,209.23,2016
2378,North Carolina,ACC,5,0,1,2,3,85.79,204.83,2016
2379,Duke,ACC,6,0,2,2,4,86.04,204.67,2016
2380,Louisville,ACC,7,0,2,2,4,84.56,196.02,2016
2381,Virginia Tech,ACC,8,0,1,2,3,84.85,190.06,2016
2382,N.C. State,ACC,9,0,0,2,2,83.58,177.67,2016
2383,Wake Forest,ACC,10,0,0,1,1,83.19,169.4,2016
2384,Georgia Tech,ACC,11,0,0,1,1,83.22,167.13,2016
2385,Syracuse,ACC,12,0,0,1,1,83.45,165.15,2016
2386,Virginia,ACC,13,0,0,2,2,82.51,164.95,2016
2387,Boston College,ACC,14,0,0,1,1,81.81,146.69,2016
2388,Texas,Big-12,1,0,1,1,2,90.07,280.66,2016
2389,Oklahoma,Big-12,2,1,9,1,11,88.49,238.73,2016
2390,TCU,Big-12,3,0,9,1,10,88.25,235.79,2016
2391,West Virginia,Big-12,4,0,3,2,5,83.08,194.45,2016
2392,Baylor,Big-12,5,0,2,1,3,86.03,191.99,2016
2393,Texas Tech,Big-12,6,0,2,2,4,84,184.64,2016
2394,Oklahoma State,Big-12,7,0,1,2,3,84.67,184.33,2016
2395,Iowa State,Big-12,8,0,0,2,2,82.49,170.58,2016
2396,Kansas,Big-12,9,0,1,1,2,82.19,159.19,2016
2397,Kansas State,Big-12,10,0,0,1,1,82.08,155.49,2016
2398,Ohio State,Big-Ten,1,1,1,7,9,91.56,289.12,2016
2399,Michigan,Big-Ten,2,1,1,1,3,89.86,280.38,2016
2400,Michigan State,Big-Ten,3,0,9,1,10,88.87,239.13,2016
2401,Penn State,Big-Ten,4,1,7,1,9,88.08,237.79,2016
2402,Nebraska,Big-Ten,5,0,4,1,5,86.86,216.76,2016
2403,Wisconsin,Big-Ten,6,0,3,2,5,84.96,202.85,2016
2404,Maryland,Big-Ten,7,0,3,1,4,84.23,190.15,2016
2405,Minnesota,Big-Ten,8,0,1,1,2,83.91,182.22,2016
2406,Iowa,Big-Ten,9,0,0,2,2,84.25,181.39,2016
2407,Northwestern,Big-Ten,10,0,0,2,2,84.53,174.91,2016
2408,Indiana,Big-Ten,11,0,0,2,2,83.67,172.23,2016
2409,Rutgers,Big-Ten,12,0,1,1,2,82.86,163.8,2016
2410,Illinois,Big-Ten,13,0,0,1,1,81.26,153.64,2016
2411,Purdue,Big-Ten,14,0,0,1,1,81.13,145.09,2016
2412,USC,Pac-12,1,2,1,7,10,91,273.71,2016
2413,UCLA,Pac-12,2,1,9,1,11,88.34,259.06,2016
2414,Stanford,Pac-12,3,0,9,1,10,87.31,245.82,2016
2415,Arizona State,Pac-12,4,0,5,1,6,87.03,217.62,2016
2416,Oregon,Pac-12,5,0,6,1,7,87.06,216.42,2016
2417,Washington,Pac-12,6,0,7,1,8,87.42,209.87,2016
2418,California,Pac-12,7,1,1,2,4,85.09,207.8,2016
2419,Utah,Pac-12,8,0,3,2,5,84.45,200.66,2016
2420,Arizona,Pac-12,9,0,2,1,3,84.08,180.42,2016
2421,Washington State,Pac-12,10,0,0,2,2,82.96,169.74,2016
2422,Oregon State,Pac-12,11,0,1,2,3,82.95,169.17,2016
2423,Colorado,Pac-12,12,0,1,1,2,83.53,160.42,2016
2424,Alabama,SEC,1,3,1,8,12,92.54,302.04,2016
2425,LSU,SEC,2,2,1,9,12,91.35,295.03,2016
2426,Ole Miss,SEC,3,3,1,1,5,90.42,281.69,2016
2427,Georgia,SEC,4,3,1,9,13,90.77,281.31,2016
2428,Auburn,SEC,5,1,1,1,3,90.65,275.14,2016
2429,Florida,SEC,6,0,9,1,10,88.72,260.96,2016
2430,Tennessee,SEC,7,0,1,1,2,89.12,253.94,2016
2431,Texas A&M,SEC,8,0,8,1,9,88.7,238.94,2016
2432,Arkansas,SEC,9,1,5,1,7,86.69,219.34,2016
2433,South Carolina,SEC,10,0,6,2,8,86.02,216.77,2016
2434,Mississippi State,SEC,11,1,2,1,4,87.08,211.11,2016
2435,Kentucky,SEC,12,0,3,2,5,85.04,204.07,2016
2436,Missouri,SEC,13,0,2,1,3,85.05,188.37,2016
2437,Vanderbilt,SEC,14,0,1,1,2,83.41,171.54,2016
2438,Houston,AAC,1,1,3,1,5,85.62,201.5,2016
2439,Temple,AAC,2,0,1,1,2,81.58,167.55,2016
2440,Memphis,AAC,3,0,0,1,1,81.81,165.98,2016
2441,UCF,AAC,4,0,0,1,1,82.62,162.22,2016
2442,USF,AAC,5,0,1,1,2,84.06,161.21,2016
2443,Cincinnati,AAC,6,0,0,1,1,81.97,152.74,2016
2444,SMU,AAC,7,0,0,1,1,81.42,152.27,2016
2445,East Carolina,AAC,8,0,0,1,1,80.22,146.62,2016
2446,Navy,AAC,9,0,0,1,1,78.17,132.07,2016
2447,Tulsa,AAC,10,0,0,1,1,79.98,128.52,2016
2448,Tulane,AAC,11,0,0,9,9,79.56,127.78,2016
2449,Connecticut,AAC,12,0,0,1,1,80.19,126.83,2016
2450,Marshall,C-USA,1,0,2,1,3,81.1,176.55,2016
2451,UAB,C-USA,2,0,0,1,1,79.73,158.61,2016
2452,Florida Atlantic,C-USA,3,0,0,9,9,80.18,132.74,2016
