,team,conf,conf_rank,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score,year
841,California,Pac-12,3,0,4,2,6,86.28,210.38,2007
842,Colorado,Pac-12,4,1,2,2,5,84.39,207.66,2007
843,Arizona State,Pac-12,5,0,2,1,3,83.26,187.91,2007
844,Washington,Pac-12,6,0,1,1,2,82.52,184.72,2007
845,Oregon State,Pac-12,7,0,1,1,2,81.12,177.75,2007
846,Stanford,Pac-12,8,0,0,1,1,82.17,163.29,2007
847,Washington State,Pac-12,9,0,1,1,2,81.74,162.05,2007
848,Arizona,Pac-12,10,0,2,9,11,85.24,153.87,2007
849,Utah,Pac-12,11,0,0,1,1,80.35,151.35,2007
850,UCLA,Pac-12,12,0,4,1,5,92.08,106.93,2007
851,Florida,SEC,1,5,1,6,12,89.45,313.05,2007
852,Tennessee,SEC,2,2,1,1,4,89.67,284.42,2007
853,LSU,SEC,3,1,1,1,3,91.01,282.25,2007
854,South Carolina,SEC,4,0,1,1,2,87.63,273.85,2007
855,Georgia,SEC,5,0,9,1,10,88.08,249.84,2007
856,Auburn,SEC,6,0,8,1,9,86.88,248.55,2007
857,Alabama,SEC,7,0,8,1,9,87.81,241.78,2007
858,Ole Miss,SEC,8,0,5,1,6,85.99,221.24,2007
859,Mississippi State,SEC,9,0,3,2,5,82.87,194.64,2007
860,Arkansas,SEC,10,0,1,2,3,83.62,189.14,2007
861,Vanderbilt,SEC,11,0,0,1,1,81.41,128.26,2007
862,Kentucky,SEC,12,0,1,0,1,71.11,24.42,2007
863,USF,AAC,1,0,1,9,10,79.98,154.98,2007
864,UCF,AAC,2,0,2,1,3,79.12,154.18,2007
865,Connecticut,AAC,3,0,1,1,2,78.9,152.51,2007
866,Houston,AAC,4,0,0,1,1,79.69,137.41,2007
867,Temple,AAC,5,0,0,1,1,79.38,131.64,2007
868,Memphis,AAC,6,0,0,9,9,77.81,121.04,2007
869,Tulsa,AAC,7,0,0,8,8,77.91,120.23,2007
870,East Carolina,AAC,8,0,0,6,6,76.04,118.48,2007
871,SMU,AAC,9,0,0,5,5,77.58,117.93,2007
872,Cincinnati,AAC,10,0,0,7,7,76.83,111.09,2007
873,Tulane,AAC,11,0,0,3,3,75.24,85.4,2007
874,Southern Miss,C-USA,1,0,1,9,10,78.71,153.94,2007
875,Marshall,C-USA,2,0,0,1,1,78.76,143.49,2007
876,Louisiana Tech,C-USA,3,0,0,9,9,77.92,126.35,2007
877,Rice,C-USA,4,0,0,7,7,76.97,109.97,2007
878,North Texas,C-USA,5,0,0,6,6,78.44,105.48,2007
879,Middle Tennessee State,C-USA,6,0,0,5,5,76.48,105.47,2007
880,FIU,C-USA,7,0,0,4,4,76.59,93.66,2007
881,UAB,C-USA,8,0,0,3,3,74.87,81.18,2007
882,Western Kentucky,C-USA,NA,0,0,0,0,70,0,2007
883,Florida Atlantic,C-USA,NA,0,0,0,0,70,0,2007
884,Akron,MAC,1,0,0,1,1,78.16,128.55,2007
885,Miami (OH),MAC,2,0,0,1,1,77.94,127.03,2007
886,Toledo,MAC,3,0,0,6,6,78.09,117.6,2007
887,Ball State,MAC,4,0,0,6,6,76.72,110.69,2007
888,Northern Illinois,MAC,5,0,0,6,6,76.91,97.06,2007
889,Kent State,MAC,6,0,0,5,5,75.58,95.57,2007
890,Western Michigan,MAC,7,0,0,4,4,75.37,88.37,2007
891,Central Michigan,MAC,8,0,0,4,4,76.17,80.68,2007
892,Ohio,MAC,9,0,0,1,1,74.64,71.71,2007
893,Eastern Michigan,MAC,10,0,0,3,3,74.21,69.38,2007
894,Bowling Green,MAC,11,0,0,2,2,74.39,66.74,2007
895,Buffalo,MAC,12,0,0,2,2,74.05,61.45,2007
896,Boise State,M-West,1,0,0,1,1,80.57,149.94,2007
897,Hawaii,M-West,2,0,0,1,1,79.95,140.68,2007
898,San Diego State,M-West,3,0,0,1,1,79.74,135.97,2007
899,Fresno State,M-West,4,0,0,9,9,77.89,129.21,2007
900,Wyoming,M-West,5,0,0,9,9,78.4,124.82,2007
901,Colorado State,M-West,6,0,0,1,1,78.23,123.4,2007
902,UNLV,M-West,7,0,0,7,7,77.17,107.99,2007
903,San Jose State,M-West,8,0,0,5,5,77.59,104.09,2007
904,New Mexico,M-West,9,0,0,4,4,76.2,103.98,2007
905,Nevada,M-West,10,0,0,5,5,76.3,89.62,2007
906,Utah State,M-West,11,0,0,1,1,74.85,75.98,2007
907,Air Force,M-West,12,0,0,0,0,73.7,32.03,2007
908,Montana State,Big-Sky,NA,NA,NA,NA,NA,0,0,2007
909,Eastern Washington,Big-Sky,NA,NA,NA,NA,NA,0,0,2007
910,Montana,Big-Sky,NA,NA,NA,NA,NA,0,0,2007
911,Liberty,B-South,NA,NA,NA,NA,NA,0,0,2007
912,Villanova,CAA,NA,NA,NA,NA,NA,0,0,2007
913,Bethune-Cookman,MEAC,NA,NA,NA,NA,NA,0,0,2007
914,Illinois State,MVC,NA,NA,NA,NA,NA,0,0,2007
915,Youngstown State,MVC,NA,NA,NA,NA,NA,0,0,2007
916,Monmouth,NEC,NA,NA,NA,NA,NA,0,0,2007
917,Murray State,OVC,NA,NA,NA,NA,NA,0,0,2007
918,Jacksonville State,OVC,NA,NA,NA,NA,NA,0,0,2007
919,Colgate,Patriot,NA,NA,NA,NA,NA,0,0,2007
920,Fordham,Patriot,NA,NA,NA,NA,NA,0,0,2007
921,Troy,SBC,1,0,1,8,9,77.7,137.4,2007
922,Idaho,SBC,2,0,0,4,4,75.75,88.76,2007
923,Louisiana,SBC,3,0,0,4,4,76.05,83.02,2007
924,New Mexico State,SBC,4,0,0,3,3,75.37,82.22,2007
925,Arkansas State,SBC,5,0,0,4,4,73.02,75.26,2007
926,Louisiana-Monroe,SBC,6,0,0,0,0,74.29,69.54,2007
927,The Citadel,Southern,NA,NA,NA,NA,NA,0,0,2007
928,Chattanooga,Southern,NA,NA,NA,NA,NA,0,0,2007
929,Alabama A&M,SW-AC,NA,NA,NA,NA,NA,0,0,2007
930,Grambling State,SW-AC,NA,NA,NA,NA,NA,0,0,2007
931,Miami,ACC,1,3,1,1,5,89.34,302.6,2008
932,Clemson,ACC,2,1,1,1,3,89.54,271.35,2008
933,Florida State,ACC,3,2,1,1,4,87.75,259.98,2008
934,Virginia Tech,ACC,4,0,5,2,7,86.24,225.32,2008
935,Pittsburgh,ACC,5,1,4,1,6,87.18,224.64,2008
936,N.C. State,ACC,6,0,4,1,5,85.19,218.2,2008
937,North Carolina,ACC,7,0,6,1,7,85.18,205.05,2008
938,Boston College,ACC,8,0,2,2,4,81.96,191.79,2008
939,Louisville,ACC,9,0,0,1,1,83.2,175.97,2008
940,Georgia Tech,ACC,10,0,1,1,2,82.11,168.44,2008
941,Syracuse,ACC,11,0,2,1,3,80.86,166.43,2008
942,Virginia,ACC,12,0,1,1,2,81.64,158.94,2008
943,Wake Forest,ACC,13,0,0,1,1,81.32,150.75,2008
944,Duke,ACC,14,0,1,1,2,81.85,145.79,2008
945,Oklahoma,Big-12,1,2,1,6,9,91.63,284.83,2008
946,Texas,Big-12,2,0,1,5,6,91.57,271.6,2008
947,Texas A&M,Big-12,3,0,7,1,8,87.46,228.03,2008
948,Missouri,Big-12,4,0,3,1,4,85.82,207.9,2008
949,Oklahoma State,Big-12,5,0,3,2,5,84.79,204.03,2008
950,Kansas State,Big-12,6,0,1,2,3,84.04,198.72,2008
951,Kansas,Big-12,7,0,1,1,2,85.54,184.11,2008
952,West Virginia,Big-12,8,0,1,1,2,80.95,169.81,2008
953,Baylor,Big-12,9,0,2,1,3,81.31,157.42,2008
954,Iowa State,Big-12,10,0,1,1,2,79.99,155.21,2008
955,TCU,Big-12,11,0,0,1,1,80.28,133.71,2008
956,Texas Tech,Big-12,12,0,0,9,9,83.87,131.78,2008
957,Ohio State,Big-Ten,1,4,9,1,14,89.74,271.03,2008
958,Michigan,Big-Ten,2,0,1,9,10,89.93,261.55,2008
959,Illinois,Big-Ten,3,0,7,1,8,84.54,220.63,2008
960,Nebraska,Big-Ten,4,0,3,2,5,84.06,215.29,2008
961,Minnesota,Big-Ten,5,0,5,2,7,85.53,214,2008
962,Wisconsin,Big-Ten,6,0,2,1,3,83.92,192.63,2008
963,Penn State,Big-Ten,7,0,5,9,14,86.41,189.29,2008
964,Maryland,Big-Ten,8,0,4,1,5,86.37,186.96,2008
965,Michigan State,Big-Ten,9,0,2,1,3,83.75,186.02,2008
966,Rutgers,Big-Ten,10,0,1,1,2,83.49,182.51,2008
967,Purdue,Big-Ten,11,0,1,1,2,82.11,171.26,2008
968,Iowa,Big-Ten,12,0,0,1,1,81.2,169.8,2008
969,Indiana,Big-Ten,13,0,0,1,1,81.36,145.51,2008
970,Northwestern,Big-Ten,14,0,0,1,1,79.8,141.43,2008
971,USC,Pac-12,1,2,1,5,8,93.61,290.34,2008
972,UCLA,Pac-12,2,0,1,8,9,89.61,250.33,2008
973,Colorado,Pac-12,3,1,7,1,9,86.57,236.08,2008
974,Arizona State,Pac-12,4,0,6,1,7,85.45,225.65,2008
975,Washington,Pac-12,5,0,5,1,6,85.77,225.25,2008
976,Arizona,Pac-12,6,0,5,1,6,86.15,209.08,2008
977,California,Pac-12,7,0,3,1,4,85.88,205.43,2008
978,Oregon,Pac-12,8,0,5,1,6,85.08,200.86,2008
979,Stanford,Pac-12,9,0,1,1,2,83.73,175.6,2008
980,Oregon State,Pac-12,10,0,1,1,2,82.44,162.02,2008
981,Utah,Pac-12,11,0,1,1,2,83.69,152.27,2008
982,Washington State,Pac-12,12,0,0,1,1,79.46,146.27,2008
983,Alabama,SEC,1,3,2,8,13,91.2,291.61,2008
984,Florida,SEC,2,2,1,2,5,89.31,286.27,2008
985,Georgia,SEC,3,2,1,8,11,91.15,281.95,2008
986,LSU,SEC,4,1,1,1,3,89.58,259.67,2008
987,Auburn,SEC,5,0,6,1,7,84.94,224.19,2008
988,Arkansas,SEC,6,0,5,1,6,84.74,214.9,2008
989,Ole Miss,SEC,7,0,4,2,6,83.29,204.46,2008
990,Tennessee,SEC,8,0,4,1,5,86.54,203.39,2008
991,South Carolina,SEC,9,0,3,1,4,84.41,198.87,2008
992,Mississippi State,SEC,10,0,2,1,3,79.12,165.14,2008
993,Kentucky,SEC,11,0,2,1,3,81.29,153.99,2008
994,Vanderbilt,SEC,12,0,0,1,1,79.52,130.16,2008
995,UCF,AAC,1,0,1,1,2,82.05,162.5,2008
996,Memphis,AAC,2,0,0,1,1,79.46,146.77,2008
997,Tulsa,AAC,3,0,0,7,7,78.08,137.2,2008
998,Houston,AAC,4,0,0,8,8,79.92,129.82,2008
999,Temple,AAC,5,0,0,9,9,78.12,128.86,2008
1000,USF,AAC,6,0,1,8,9,76.56,128.07,2008
1001,Connecticut,AAC,7,0,0,7,7,77.75,124.74,2008
1002,SMU,AAC,8,0,0,6,6,77.66,123.62,2008
1003,East Carolina,AAC,9,0,0,8,8,77.92,119.53,2008
1004,Tulane,AAC,10,0,0,5,5,76.59,97.06,2008
1005,Cincinnati,AAC,11,0,0,6,6,75.01,90.28,2008
1006,Southern Miss,C-USA,1,1,0,2,3,83.35,190.75,2008
1007,North Texas,C-USA,2,0,0,1,1,80.68,158.8,2008
1008,Middle Tennessee State,C-USA,3,0,1,1,2,79.62,149.84,2008
1009,Marshall,C-USA,4,0,0,1,1,79.91,147.08,2008
1010,Louisiana Tech,C-USA,5,0,0,8,8,79.06,124.43,2008
1011,FIU,C-USA,6,0,0,8,8,77.06,123.67,2008
1012,Rice,C-USA,7,0,0,8,8,77.95,113.79,2008
1013,UAB,C-USA,8,0,0,5,5,76.95,105.82,2008
1014,Western Kentucky,C-USA,NA,0,0,0,0,70,0,2008
1015,UTEP,C-USA,NA,0,0,0,0,70,0,2008
1016,Toledo,MAC,1,0,0,9,9,78.43,128.48,2008
1017,Ohio,MAC,2,0,0,7,7,77.35,117.01,2008
1018,Western Michigan,MAC,3,0,0,6,6,78.72,116.96,2008
1019,Kent State,MAC,4,0,0,5,5,77.49,112.84,2008
1020,Akron,MAC,5,0,0,6,6,76.89,106.94,2008
1021,Miami (OH),MAC,6,0,0,5,5,77.99,105.2,2008
1022,Central Michigan,MAC,7,0,0,4,4,76.5,100.63,2008
1023,Ball State,MAC,8,0,0,3,3,74.77,85.39,2008
1024,Eastern Michigan,MAC,9,0,0,3,3,74.58,77.66,2008
1025,Bowling Green,MAC,10,0,0,3,3,74.88,71.09,2008
1026,Buffalo,MAC,11,0,0,4,4,74.23,65.34,2008
1027,Northern Illinois,MAC,12,0,0,3,3,75.45,64.56,2008
1028,Fresno State,M-West,1,0,0,1,1,79.67,143.22,2008
1029,Hawaii,M-West,2,0,0,1,1,78.22,134.54,2008
1030,San Diego State,M-West,3,0,0,9,9,78.66,123.85,2008
1031,Boise State,M-West,4,0,0,8,8,78.3,118.14,2008
1032,Colorado State,M-West,5,0,0,5,5,78.15,114.44,2008
1033,Nevada,M-West,6,0,0,6,6,77.18,113.23,2008
1034,Wyoming,M-West,7,0,0,5,5,77.48,110.78,2008
1035,New Mexico,M-West,8,0,0,6,6,77.01,109.8,2008
1036,UNLV,M-West,9,0,0,7,7,76.49,104.57,2008
1037,San Jose State,M-West,10,0,0,3,3,76.37,77.78,2008
1038,Utah State,M-West,11,0,0,2,2,74.71,76.17,2008
1039,Air Force,M-West,12,0,0,0,0,76.11,23.97,2008
1040,Portland State,Big-Sky,NA,NA,NA,NA,NA,0,0,2008
1041,Montana,Big-Sky,NA,NA,NA,NA,NA,0,0,2008
1042,Coastal Carolina,B-South,NA,NA,NA,NA,NA,0,0,2008
1043,Charleston Southern,B-South,NA,NA,NA,NA,NA,0,0,2008
1044,Presbyterian,B-South,NA,NA,NA,NA,NA,0,0,2008
1045,Richmond,CAA,NA,NA,NA,NA,NA,0,0,2008
1046,William & Mary,CAA,NA,NA,NA,NA,NA,0,0,2008
1047,James Madison,CAA,NA,NA,NA,NA,NA,0,0,2008
1048,Princeton,Ivy,1,0,0,0,0,74.44,4.44,2008
1049,Brown,Ivy,NA,NA,NA,NA,NA,0,0,2008
1050,Florida A&M,MEAC,NA,NA,NA,NA,NA,0,0,2008
1051,Bethune-Cookman,MEAC,NA,NA,NA,NA,NA,0,0,2008
1052,Southern Illinois,MVC,NA,NA,NA,NA,NA,0,0,2008
1053,Tennessee State,OVC,NA,NA,NA,NA,NA,0,0,2008
1054,Troy,SBC,1,0,0,1,1,77.74,144.61,2008
1055,Louisiana-Monroe,SBC,2,0,0,7,7,77.83,116.95,2008
1056,New Mexico State,SBC,3,0,0,4,4,76.37,92.38,2008
1057,Arkansas State,SBC,4,0,0,4,4,74.42,85.47,2008
1058,Idaho,SBC,5,0,0,5,5,74.61,83.12,2008
1059,Louisiana,SBC,6,0,0,2,2,75.31,82.66,2008
1060,Appalachian State,SBC,NA,NA,NA,NA,NA,0,0,2008
1061,Northwestern State,SLC,NA,NA,NA,NA,NA,0,0,2008
1062,Abilene Christian,SLC,NA,NA,NA,NA,NA,0,NA,2008
1063,Southeastern Louisiana,SLC,NA,NA,NA,NA,NA,0,0,2008
1064,Wofford,Southern,NA,NA,NA,NA,NA,0,0,2008
1065,Elon,Southern,NA,NA,NA,NA,NA,0,0,2008
1066,Samford,Southern,NA,NA,NA,NA,NA,0,0,2008
1067,Mississippi Valley State,SW-AC,NA,NA,NA,NA,NA,0,0,2008
1068,Arkansas-Pine Bluff,SW-AC,NA,NA,NA,NA,NA,0,0,2008
1069,Florida State,ACC,1,2,9,1,12,89.94,259.63,2009
1070,North Carolina,ACC,2,1,1,1,3,88.05,258.85,2009
1071,Miami,ACC,3,0,9,8,17,89.48,242.24,2009
1072,Virginia Tech,ACC,4,0,4,1,5,86,224.32,2009
1073,Virginia,ACC,5,0,3,2,5,84.58,210.97,2009
1074,Clemson,ACC,6,0,6,7,13,89.81,207.86,2009
1075,Georgia Tech,ACC,7,0,2,1,3,85.47,201.51,2009
1076,Pittsburgh,ACC,8,0,5,1,6,85.64,197.86,2009
1077,N.C. State,ACC,9,0,0,2,2,84.75,192.15,2009
1078,Duke,ACC,10,0,1,2,3,82.69,181.94,2009
1079,Louisville,ACC,11,0,1,1,2,82.6,174.46,2009
1080,Wake Forest,ACC,12,0,0,1,1,82.22,167.36,2009
1081,Boston College,ACC,13,0,1,1,2,82.84,164.59,2009
1082,Syracuse,ACC,14,0,0,9,9,80.49,128,2009
1083,Texas,Big-12,1,2,1,5,8,92.13,277.12,2009
1084,Oklahoma,Big-12,2,1,9,1,11,89.6,262.78,2009
1085,West Virginia,Big-12,3,0,6,1,7,86.43,225.23,2009
1086,Texas A&M,Big-12,4,1,3,2,6,86.53,219.98,2009
1087,Oklahoma State,Big-12,5,0,4,1,5,85.33,209.57,2009
1088,Missouri,Big-12,6,1,2,2,5,85.12,206.45,2009
1089,Texas Tech,Big-12,7,0,4,1,5,85.6,206.43,2009
1090,TCU,Big-12,8,0,2,1,3,85.65,196.02,2009
1091,Kansas,Big-12,9,0,0,2,2,85.4,195.98,2009
1092,Baylor,Big-12,10,0,1,2,3,82.87,183.32,2009
1093,Kansas State,Big-12,11,0,0,2,2,82.22,160.93,2009
1094,Iowa State,Big-12,12,0,0,1,1,82.28,159.69,2009
1095,Ohio State,Big-Ten,1,1,1,9,11,91.28,281.93,2009
1096,Michigan,Big-Ten,2,0,1,6,7,90.41,262.72,2009
1097,Penn State,Big-Ten,3,0,7,1,8,86.97,233.47,2009
1098,Michigan State,Big-Ten,4,0,6,1,7,86.49,229.62,2009
1099,Illinois,Big-Ten,5,0,5,1,6,85.61,214.15,2009
1100,Rutgers,Big-Ten,6,0,5,1,6,85.76,214.01,2009
1101,Maryland,Big-Ten,7,0,5,1,6,85.21,211.59,2009
1102,Minnesota,Big-Ten,8,0,3,1,4,86.03,209.2,2009
1103,Nebraska,Big-Ten,9,0,4,1,5,86.75,201.57,2009
1104,Wisconsin,Big-Ten,10,0,2,1,3,84.45,199.62,2009
1105,Northwestern,Big-Ten,11,0,0,1,1,83.6,169.62,2009
1106,Iowa,Big-Ten,12,0,2,1,3,81.98,165.44,2009
1107,Indiana,Big-Ten,13,0,0,1,1,82.34,163.75,2009
1108,Purdue,Big-Ten,14,0,0,1,1,81.97,160.65,2009
1109,USC,Pac-12,1,2,1,3,6,93.59,289.28,2009
1110,UCLA,Pac-12,2,0,1,1,2,88.24,258.45,2009
1111,Stanford,Pac-12,3,0,9,1,10,87.45,232.43,2009
1112,Oregon,Pac-12,4,0,4,1,5,84.51,212.76,2009
1113,Arizona State,Pac-12,5,1,2,1,4,85.08,211.24,2009
1114,California,Pac-12,6,0,6,1,7,86.06,206.98,2009
1115,Utah,Pac-12,7,0,3,1,4,83.75,195.36,2009
1116,Colorado,Pac-12,8,0,2,1,3,84.61,188.77,2009
1117,Arizona,Pac-12,9,0,2,1,3,84.23,184.83,2009
1118,Oregon State,Pac-12,10,0,1,1,2,83.13,184.11,2009
1119,Washington State,Pac-12,11,0,0,1,1,82.86,166.89,2009
1120,Washington,Pac-12,12,0,0,1,1,81.44,154.97,2009
1121,LSU,SEC,1,4,1,1,6,91.51,293.15,2009
1122,Alabama,SEC,2,4,1,8,13,91.39,288.63,2009
1123,Georgia,SEC,3,3,1,6,10,91.81,283.72,2009
1124,Florida,SEC,4,4,7,7,18,91.93,270.42,2009
1125,Tennessee,SEC,5,1,8,1,10,90.66,264.62,2009
1126,South Carolina,SEC,6,0,1,2,3,87.79,257.08,2009
1127,Ole Miss,SEC,7,0,7,2,9,86.14,240.24,2009
1128,Mississippi State,SEC,8,0,7,2,9,86.96,233.49,2009
1129,Arkansas,SEC,9,1,5,2,8,86.54,232.93,2009
1130,Auburn,SEC,10,0,6,1,7,86.6,226.93,2009
1131,Kentucky,SEC,11,0,3,1,4,81.9,193.54,2009
1132,Vanderbilt,SEC,12,0,0,1,1,84.18,169.67,2009
1133,USF,AAC,1,0,3,2,5,85.61,222.52,2009
1134,Cincinnati,AAC,2,0,3,1,4,81.3,176.05,2009
1135,Tulsa,AAC,3,0,1,2,3,82.9,174.21,2009
1136,UCF,AAC,4,0,2,1,3,82.14,163.27,2009
1137,Houston,AAC,5,0,0,1,1,81.33,162.28,2009
1138,SMU,AAC,6,0,1,1,2,80.94,159.25,2009
1139,Tulane,AAC,7,0,0,1,1,79.99,150.56,2009
1140,Connecticut,AAC,8,0,0,1,1,80.35,142.56,2009
1141,Memphis,AAC,9,0,1,8,9,79.24,130.01,2009
1142,East Carolina,AAC,10,0,0,1,1,77.88,124.38,2009
1143,Temple,AAC,11,0,0,2,2,74.33,82.03,2009
1144,Southern Miss,C-USA,1,0,2,2,4,83.54,183.5,2009
1145,Louisiana Tech,C-USA,2,0,0,1,1,80.63,155.85,2009
1146,FIU,C-USA,3,0,0,1,1,79.66,152.22,2009
1147,UAB,C-USA,4,0,0,1,1,78.75,149.82,2009
1148,Middle Tennessee State,C-USA,5,0,0,1,1,79.5,135.97,2009
1149,Rice,C-USA,6,0,0,1,1,79.18,133.54,2009
1150,Marshall,C-USA,7,0,0,1,1,78.55,128.95,2009
1151,North Texas,C-USA,8,0,0,7,7,79.09,116.92,2009
1152,Western Kentucky,C-USA,NA,NA,NA,NA,NA,0,0,2009
1153,Florida Atlantic,C-USA,NA,0,0,0,0,70,0,2009
1154,Central Michigan,MAC,1,0,0,1,1,79.67,154.04,2009
1155,Toledo,MAC,2,0,1,7,8,77.3,131.44,2009
1156,Miami (OH),MAC,3,0,0,1,1,78.36,129.69,2009
1157,Bowling Green,MAC,4,0,0,1,1,78.75,129.11,2009
1158,Kent State,MAC,5,0,0,1,1,77.8,125.9,2009
1159,Akron,MAC,6,0,0,8,8,78.25,124.68,2009
1160,Western Michigan,MAC,7,0,0,1,1,78.67,123.17,2009
1161,Northern Illinois,MAC,8,0,0,7,7,77.41,114.72,2009
1162,Ohio,MAC,9,0,0,6,6,76.08,105.11,2009
1163,Eastern Michigan,MAC,10,0,0,5,5,77.29,102.1,2009
1164,Buffalo,MAC,11,0,0,4,4,75.11,90.58,2009
1165,Boise State,M-West,1,0,0,1,1,81.99,161.31,2009
1166,Hawaii,M-West,2,0,0,1,1,80.44,151.83,2009
1167,UNLV,M-West,3,0,0,1,1,79.84,132.75,2009
1168,San Diego State,M-West,4,0,0,9,9,79.22,131.67,2009
1169,Fresno State,M-West,5,0,1,7,8,79.66,130.4,2009
1170,Colorado State,M-West,6,0,0,1,1,79,125.17,2009
1171,Wyoming,M-West,7,0,0,1,1,78.63,124.54,2009
1172,Nevada,M-West,8,0,0,7,7,78.82,120.06,2009
1173,Air Force,M-West,9,0,0,3,3,77.06,95.62,2009
1174,New Mexico,M-West,10,0,0,4,4,76.65,95.54,2009
1175,Utah State,M-West,11,0,0,2,2,75.8,84.41,2009
1176,San Jose State,M-West,12,0,0,0,0,70,0,2009
1177,Northern Colorado,Big-Sky,NA,NA,NA,NA,NA,0,0,2009
1178,Idaho State,Big-Sky,NA,NA,NA,NA,NA,0,0,2009
1179,Portland State,Big-Sky,NA,NA,NA,NA,NA,0,0,2009
1180,Montana,Big-Sky,NA,NA,NA,NA,NA,0,0,2009
1181,Charleston Southern,B-South,NA,NA,NA,NA,NA,0,0,2009
1182,Coastal Carolina,B-South,NA,NA,NA,NA,NA,0,0,2009
1183,Stony Brook,B-South,NA,NA,NA,NA,NA,0,0,2009
1184,James Madison,CAA,NA,NA,NA,NA,NA,0,0,2009
1185,Maine,CAA,NA,0,0,0,0,70,0,2009
1186,Delaware,CAA,NA,0,0,0,0,70,0,2009
1187,Richmond,CAA,NA,NA,NA,NA,NA,0,0,2009
1188,Villanova,CAA,NA,NA,NA,NA,NA,0,0,2009
1189,Princeton,Ivy,NA,NA,NA,NA,NA,0,0,2009
1190,Dartmouth,Ivy,NA,0,0,0,0,70,0,2009
1191,Harvard,Ivy,NA,NA,NA,NA,NA,0,0,2009
1192,Columbia,Ivy,NA,NA,NA,NA,NA,0,0,2009
1193,Cornell,Ivy,NA,NA,NA,NA,NA,0,0,2009
1194,South Carolina State,MEAC,NA,NA,NA,NA,NA,0,0,2009
1195,Illinois State,MVC,1,0,0,1,1,88.75,18.75,2009
1196,Southern Illinois,MVC,NA,NA,NA,NA,NA,0,0,2009
1197,Eastern Kentucky,OVC,NA,NA,NA,NA,NA,0,0,2009
1198,Fordham,Patriot,NA,NA,NA,NA,NA,0,0,2009
1199,Lehigh,Patriot,NA,NA,NA,NA,NA,0,0,2009
1200,Troy,SBC,1,0,0,1,1,77.66,172.43,2009
1201,Louisiana-Monroe,SBC,2,0,0,7,7,77.15,116.77,2009
1202,New Mexico State,SBC,3,0,0,5,5,76.78,91.92,2009
1203,Arkansas State,SBC,4,0,0,2,2,74.9,80.06,2009
1204,Idaho,SBC,5,0,0,3,3,74.84,78.81,2009
1205,Louisiana,SBC,6,0,0,2,2,75.77,77.11,2009
1206,Appalachian State,SBC,NA,NA,NA,NA,NA,0,0,2009
1207,Georgia Southern,SBC,NA,NA,NA,NA,NA,0,0,2009
1208,South Alabama,SBC,NA,0,0,0,0,70,0,2009
1209,Georgia State,SBC,NA,0,0,0,0,70,0,2009
1210,Texas State,SBC,NA,NA,NA,NA,NA,0,0,2009
1211,Abilene Christian,SLC,NA,0,0,0,0,70,NA,2009
1212,Furman,Southern,NA,NA,NA,NA,NA,0,0,2009
1213,Alabama State,SW-AC,1,0,0,0,0,76.67,6.67,2009
1214,Arkansas-Pine Bluff,SW-AC,NA,NA,NA,NA,NA,0,0,2009
1215,Southern University,SW-AC,NA,NA,NA,NA,NA,0,0,2009
1216,Florida State,ACC,1,3,7,1,11,89.2,271.41,2010
1217,Miami,ACC,2,1,6,2,9,87.48,249.55,2010
1218,North Carolina,ACC,3,0,5,1,6,87.44,224.64,2010
1219,Clemson,ACC,4,0,6,1,7,85.94,218.08,2010
1220,Virginia Tech,ACC,5,0,5,1,6,87.2,214.01,2010
1221,Pittsburgh,ACC,6,0,3,2,5,86.43,212.43,2010
1222,N.C. State,ACC,7,1,3,1,5,85.08,208.25,2010
1223,Georgia Tech,ACC,8,0,4,1,5,84.78,201.21,2010
1224,Louisville,ACC,9,0,3,2,5,84.24,197.18,2010
1225,Boston College,ACC,10,0,4,1,5,84.53,196.9,2010
1226,Syracuse,ACC,11,0,1,2,3,82.7,180.14,2010
1227,Wake Forest,ACC,12,0,1,1,2,83.67,178.48,2010
1228,Duke,ACC,13,0,0,1,1,82.62,171.81,2010
1229,Virginia,ACC,14,0,1,1,2,83.58,170.27,2010
1230,Texas,Big-12,1,5,1,3,9,93.9,312.07,2010
1231,Oklahoma,Big-12,2,0,1,1,2,90.85,283.58,2010
1232,Texas A&M,Big-12,3,0,8,1,9,87.72,240.98,2010
1233,Missouri,Big-12,4,0,6,1,7,87.77,229,2010
1234,Oklahoma State,Big-12,5,0,4,2,6,86.28,213.1,2010
1235,West Virginia,Big-12,6,0,5,1,6,86.46,211.69,2010
1236,Texas Tech,Big-12,7,0,2,2,4,84.69,207.32,2010
1237,Baylor,Big-12,8,0,2,2,4,85,206.15,2010
1238,TCU,Big-12,9,0,2,1,3,86.26,192.08,2010
1239,Kansas,Big-12,10,0,0,1,1,82.63,177.9,2010
1240,Iowa State,Big-12,11,0,0,2,2,81.94,175.2,2010
1241,Kansas State,Big-12,12,0,1,1,2,81.63,164.45,2010
1242,Penn State,Big-Ten,1,0,1,5,6,90.64,249.63,2010
1243,Michigan,Big-Ten,2,0,7,2,9,87.46,237.54,2010
1244,Ohio State,Big-Ten,3,0,1,5,6,87.57,237.38,2010
1245,Michigan State,Big-Ten,4,1,5,1,7,85.72,225.56,2010
1246,Nebraska,Big-Ten,5,0,5,1,6,87.29,219.7,2010
1247,Iowa,Big-Ten,6,0,4,1,5,83.81,208.14,2010
