"
              Name
          ","Yr","team","Pos","WAR","wOBA","wRAA","wSB","wGDP","br.runs","rep.runs","g","ab","r","h","h.1b","h.2b","h.3b","hr","rbi","bb","k","sb","cs","avg","obp","slg","hbp","sf","sh","tb","xbh","hdp","go","fo","go/fo","pa"
"Marissa  Reynolds","Sr","Princeton","OF",2.3673885967863,0.432720588235294,19.0956348088962,-0.786299991680087,0,-0.786299991680087,8.43139546921099,41,105,33,48,21,17,2,8,27,26,15,0,1,0.457,0.574,0.886,4,1,2,93,27,0,22,19,1.16,138
"Keeley  Walsh","So","Princeton","C/1B",0.356318894169173,0.223448275862069,-3.03496624407755,-0.210801048626976,0,-0.210801048626976,7.27055116547904,41,105,6,25,15,7,0,3,24,7,7,0,0,0.238,0.293,0.39,2,2,3,41,10,0,42,33,1.27,119
"Alex  Viscusi","So","Princeton","3B/1B",0.399180228757231,0.232695652173913,-2.10017979999356,-0.417060961644142,0,-0.417060961644142,7.02616289100916,40,104,15,20,12,4,0,4,15,8,27,4,3,0.192,0.27,0.346,3,0,0,36,8,0,30,25,1.2,115
"Mikayla  Blaska","So","Princeton","MI/OF",0.501526243755266,0.247735849056604,-0.687375561518018,-0.122630083426999,-0.00131673881673882,-0.123946822243737,6.47628927345192,33,100,15,30,22,6,2,0,13,6,14,4,2,0.3,0.34,0.4,0,0,0,40,8,1,33,19,1.74,106
"Kylee  Pierce","Jr","Princeton","OF",0.519769352972056,0.258723404255319,0.205593291496254,-0.260977846774762,0,-0.260977846774762,5.92641565589468,38,91,18,27,25,2,0,0,6,3,3,5,3,0.297,0.319,0.319,0,0,3,29,2,0,44,16,2.75,97
"Kaitlyn  Waslawski","So","Princeton","OF",0.45690358215702,0.2355,-1.31744392480015,1.46841794207751,0,1.46841794207751,5.00995962663262,37,75,16,21,18,3,0,0,8,2,13,10,1,0.28,0.313,0.32,2,1,2,24,3,0,30,10,3,82
"Danielle  Dockx","Jr","Princeton","SS/2B",0.164546802679906,0.212191780821918,-2.53958486905636,-0.122967278365736,0,-0.122967278365736,4.52118307769285,26,66,12,14,8,4,0,2,12,5,5,0,0,0.212,0.274,0.364,1,1,1,24,6,0,28,19,1.47,74
"Haley  Hineman","Sr","Princeton","IF",0.348871710061748,0.244347826086957,-0.667058398659903,0.147636932781993,0,0.147636932781993,4.46008600907538,30,64,8,16,15,1,0,0,4,3,10,5,2,0.25,0.304,0.266,2,0,4,17,1,0,28,13,2.15,73
"Kelsey  Smith","Sr","Princeton","C/UT",0.0649180309178008,0.202380952380952,-1.80606151287758,-0.08783377026124,0,-0.08783377026124,2.62717395055125,21,40,2,9,8,1,0,0,7,2,6,0,0,0.225,0.262,0.25,0,0,1,10,1,0,13,12,1.08,43
"Alex  Colon","Fr","Princeton","C/UT",0.362885032463951,0.42,2.82508289604699,-0.070267016208992,0,-0.070267016208992,1.34413550958436,15,19,1,7,6,0,0,1,3,2,2,0,0,0.368,0.429,0.526,0,0,1,10,1,0,4,6,0.67,22
"Joey  Smith","Fr","Princeton","UT",0.202942202711717,0.54625,2.04549646630128,-0.303045657773899,0,-0.303045657773899,0.549873617557239,29,6,13,2,1,0,0,1,2,2,2,2,2,0.333,0.5,0.833,0,0,1,5,1,0,3,0,0,9
"Shelby  Kennedy","So.","Yale","OF",2.1578873071442,0.364464285714286,13.7576319969581,0.719943519980245,-0.000982640908014042,0.718960879072231,9.8977251160303,45,134,27,45,43,1,1,0,17,21,11,17,6,0.336,0.438,0.358,10,3,13,43,8,1,45,43,1.05,162
"Laina  Do","Sr.","Yale","2B/SS",1.21016672659956,0.286099290780142,3.79270506591569,0.0400501393982848,0,0.0400501393982848,9.83662804741282,45,117,17,33,25,7,0,1,22,19,8,4,1,0.282,0.416,0.368,4,1,1,48,2,0,56,19,2.95,161
"Camille  Weisenbach","Sr.","Yale","OF/C",0.510857054426159,0.231885245901639,-2.43771949229866,0.327715312190156,-0.00115503404977089,0.326560278140385,7.88152185165375,43,114,12,31,24,6,0,1,12,7,20,3,0,0.272,0.311,0.351,0,1,7,40,7,1,27,39,0.69,129
"Allison  Skinner","Jr.","Yale","3B/1B",1.14053302530286,0.306048387096774,5.01491449849695,0.0486649189550401,-0.00116525559003435,0.0474996633650058,7.82042478303628,40,113,13,34,30,2,0,2,19,5,7,2,0,0.301,0.355,0.372,5,1,4,42,4,1,40,32,1.25,128
"Madison  Sack","So.","Yale","C",1.05004324795098,0.315648148148148,5.23000260415968,-0.210801048626976,-0.00135746269766888,-0.212158511324645,6.84287168515675,36,97,14,23,14,2,0,7,25,9,19,0,0,0.237,0.306,0.474,1,1,2,47,8,1,16,33,0.48,112
"Francesca  Casalino","Jr.","Yale","P",1.31029039701315,0.353909090909091,8.43238393990606,-0.35133508104496,-0.00140078597525406,-0.352735867020214,6.72067754792181,42,94,16,33,25,5,0,3,15,14,12,0,0,0.351,0.436,0.5,1,1,2,46,9,1,20,35,0.57,110
"Annie  Tarte","Fr.","Yale","INF",0.817066707312658,0.305333333333333,3.63019271050837,-0.142551704018836,-0.00162560347745533,-0.144177307496291,5.74312445004227,29,81,11,21,17,3,1,0,7,6,10,1,0,0.259,0.307,0.321,16,2,2,31,7,1,21,24,0.88,94
"Rachel  Paris","Sr.","Yale","OF",0.712209606825005,0.299066666666667,2.96663281102169,-0.296448549817995,-0.00199505881324063,-0.298443608631236,5.37654203833744,33,66,15,17,10,2,3,2,13,8,7,1,1,0.258,0.446,0.47,0,1,0,26,4,1,23,24,0.96,88
"Sydney  Ginsberg","Jr.","Yale","OF",0.289993681032997,0.251206896551724,-0.233526015940195,-0.278881795765747,0,-0.278881795765747,3.7880182542832,37,53,9,12,11,0,1,0,3,3,11,1,1,0.226,0.268,0.264,2,0,1,8,1,0,16,16,1,62
"Terra  Jerpbak","So.","Yale","P/UTY",0.247409610948033,0.2475,-0.406831268122288,-0.522798680896367,-0.00268722207497718,-0.525485902971344,3.72692118566573,35,49,6,7,6,1,0,0,6,10,7,0,1,0.143,0.311,0.163,5,0,4,14,1,1,23,7,3.29,61
"Lindsay  Kuss","Fr.","Yale","SS/2B",0.298603633728824,0.245192307692308,-0.500112621147441,0.26824934460814,0,0.26824934460814,3.60472704843079,34,49,11,13,12,1,0,0,10,3,4,2,0,0.265,0.368,0.286,0,0,3,14,1,0,21,10,2.1,59
"Carlin  Hagmaier","So.","Yale","OF/1B",0.301200355143466,0.258181818181818,0.0949429793590234,-0.114183901339612,0,-0.114183901339612,3.42143584257837,19,47,7,11,5,4,0,2,6,7,9,0,0,0.234,0.345,0.447,1,0,1,21,6,0,18,10,1.8,56
"Giovy  Webb","Fr.","Yale","UTY",-0.119348916822713,0.146304347826087,-4.38162411789984,-0.079050393235116,-0.00337625337625338,-0.0824266466113694,3.11595049949102,21,39,3,4,2,2,0,0,2,3,5,0,0,0.103,0.239,0.154,4,0,5,6,2,1,21,13,1.62,51
"Olivia  Vinyard","Fr.","Yale","UTY",-0.067318223152034,0.143611111111111,-3.16883637441901,0.208951974495493,0,0.208951974495493,2.19949447022895,26,35,10,6,5,1,0,0,2,0,7,3,1,0.171,0.171,0.2,1,0,1,5,0,0,14,12,1.17,36
"Sydney  Glover","Sr.","Yale","OF",-0.0520355088160824,0.151176470588235,-2.8734618640364,0.147299737843256,0,0.147299737843256,2.13839740161148,31,33,7,5,5,0,0,0,0,1,2,1,0,0.152,0.2,0.152,0,0,0,7,1,0,13,8,1.63,35
"Cristina  Teems","So.","Yale","C",0.0316137357046156,0.202380952380952,-0.882030041172772,-0.04391688513062,0,-0.04391688513062,1.28303844096689,15,20,0,4,4,0,0,0,1,1,5,0,0,0.2,0.238,0.2,0,0,0,4,0,0,4,7,0.57,21
"Mary  Baumann","Fr.","Yale","P",-0.0123400011533847,0,-0.200482990736385,0,0,0,0.061097068617471,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
